discount,gender,age,marital_status,education,city_level,purchase_power,original_unit_price
,Female,46-55,Married,3,1,2,0
,Female,26-35,Married,2,3,2,89
1,Female,46-55,Unknown,,2,,299
,Male,26-35,Single,4,5,2,59
1,Female,16-25,Single,3,3,3,110
1,Male,26-35,Married,4,1,2,129
,Female,36-45,Married,4,4,2,0
1,Female,36-45,Married,3,1,2,69
1,Female,26-35,Single,3,1,3,188
1,Male,36-45,Married,3,2,3,0
,Male,36-45,Married,3,2,3,0
,Male,36-45,Married,3,2,3,0
,Male,36-45,Married,3,2,3,0
1,Male,36-45,Married,3,2,3,0
,Male,36-45,Married,3,2,3,0
1,Female,36-45,Married,3,1,2,109
1,Male,36-45,Married,2,3,2,138
1,Female,26-35,Married,3,2,2,250
1,Female,26-35,Married,3,2,2,298
1,Female,36-45,Married,3,2,3,59
1,Female,26-35,Married,3,2,2,178
1,Female,26-35,Married,3,2,2,178
,Female,26-35,Married,3,2,2,58
,Female,26-35,Married,3,2,2,98
1,Female,26-35,Married,3,2,2,180
,Male,36-45,Married,4,2,2,98
1,Female,36-45,Married,2,,,150
1,Female,36-45,Married,3,2,2,139.9
,Female,36-45,Single,2,2,3,0
1,Female,26-35,Single,3,1,2,79
1,Female,26-35,Single,3,1,2,55
1,Female,26-35,Single,3,2,2,355
1,Female,26-35,Single,3,1,2,79
1,Female,26-35,Married,3,1,2,298
1,Female,26-35,Single,3,4,2,69.9
1,Female,16-25,Unknown,,4,,79
1,Female,16-25,Unknown,,4,,158
1,Female,16-25,Married,,1,3,109
1,Female,16-25,Single,3,3,2,109
1,Female,46-55,Single,3,1,2,89
,Female,36-45,Single,3,2,2,0
1,Female,36-45,Married,3,2,2,118
1,Female,16-25,Single,3,3,3,79
,Female,16-25,Single,3,3,3,42
,Female,16-25,Single,3,3,3,69
,Female,16-25,Single,3,3,3,108
,Female,26-35,Single,3,1,2,108
1,Female,26-35,Married,3,3,3,159
,Male,36-45,Married,1,4,3,62
1,Female,26-35,Married,3,4,2,69
1,Female,36-45,Married,3,1,3,65
,Female,26-35,Single,3,1,2,55
1,Female,26-35,Married,3,2,3,330
1,Female,26-35,Single,3,2,2,78
,Female,26-35,Married,3,1,3,0
,Female,26-35,Married,3,1,3,49
1,Female,16-25,Single,2,1,4,139.9
1,Female,36-45,Single,3,2,3,118
1,Male,26-35,Single,3,3,2,298
1,Female,26-35,Single,3,4,2,98
1,Female,26-35,Single,3,3,2,118
1,Male,36-45,Married,4,4,2,78
,Female,16-25,Single,3,2,3,0
,Female,26-35,Married,3,1,3,0
1,Female,36-45,Married,3,2,2,199
1,Female,46-55,Married,3,2,2,149
1,Female,26-35,Single,2,,2,264
1,Female,16-25,Single,3,2,3,78
1,Male,16-25,Married,1,,2,19.9
1,Male,26-35,Married,4,2,1,139
1,Female,36-45,Married,4,2,2,118
1,Female,16-25,Unknown,,3,,69.9
1,Female,16-25,Unknown,,2,,79.9
1,Female,16-25,Single,3,4,2,65
1,Male,16-25,Single,2,,2,59
1,Female,26-35,Single,2,,3,89
1,Female,26-35,Single,2,,3,78
1,Male,16-25,Single,4,4,2,59
1,Female,16-25,Single,1,4,2,129
1,Male,26-35,Married,3,1,2,59.9
1,Female,16-25,Single,2,2,2,139
,Female,26-35,Married,4,4,1,49
1,Female,26-35,Single,2,3,3,298
1,Female,26-35,Single,2,3,2,149
1,Female,26-35,Married,3,3,3,166
1,Female,36-45,Married,3,2,2,400
1,Female,26-35,Married,4,1,2,250
1,Male,>=56,Single,3,1,2,268
,Female,16-25,Single,3,1,3,89
,Female,16-25,Single,3,5,2,0
1,Female,16-25,Single,3,5,2,49
,Female,16-25,Single,3,5,2,0
1,Female,16-25,Single,3,5,2,298
,Female,16-25,Single,3,5,2,0
1,Female,16-25,Single,3,5,2,69
,Female,26-35,Married,2,3,2,0
1,Female,26-35,Married,2,3,2,299
,Female,26-35,Married,2,3,2,0
,Female,26-35,Married,2,3,2,0
1,Female,26-35,Single,3,3,3,79.9
1,Female,16-25,Single,3,2,2,119
1,Female,16-25,Single,3,2,2,150
1,Female,16-25,Single,3,2,2,170
1,Male,26-35,Married,4,1,2,79.9
,Female,36-45,Married,,2,3,239
1,Female,16-25,Unknown,3,2,,85
1,Female,26-35,Single,3,1,2,89
1,Female,26-35,Single,3,1,2,99
,Male,16-25,Single,2,1,2,249
1,Female,26-35,Single,3,2,3,69.9
1,Male,36-45,Married,4,3,2,129
1,Male,26-35,Unknown,,4,,169
1,Female,26-35,Married,3,,3,59.9
1,Female,26-35,Married,3,,3,59.9
1,Male,26-35,Single,3,3,2,69
1,Female,26-35,Single,2,4,2,69
1,Male,26-35,Single,2,2,2,59
,Male,36-45,Married,3,2,2,0
1,Female,16-25,Unknown,,2,,59.9
1,Female,36-45,Single,3,1,3,59
1,Female,26-35,Single,3,3,2,78
,Male,16-25,Single,2,2,3,0
1,Female,26-35,Married,4,1,2,99
1,Female,26-35,Married,4,4,1,59
1,Female,>=56,Married,2,1,2,78
1,Male,26-35,Single,4,2,2,108
,Male,26-35,Unknown,,2,,0
1,Female,26-35,Married,3,2,3,89
1,Female,36-45,Married,4,2,2,79
1,Female,26-35,Single,2,4,3,118
1,Female,26-35,Married,4,3,2,78
1,Female,26-35,Married,4,3,2,78
1,Female,26-35,Single,2,1,2,89
,Female,46-55,Unknown,,,,49
,Female,16-25,Single,3,1,2,250
1,Female,26-35,Married,3,1,2,39
1,Female,36-45,Married,3,1,2,167
1,Male,26-35,Married,4,1,2,249
1,Female,26-35,Single,2,3,2,298
1,Female,26-35,Unknown,,3,,61
,Male,16-25,Married,2,4,3,0
,Female,26-35,Married,2,2,2,58
,Male,16-25,Single,3,2,2,0
1,Female,36-45,Married,,4,,129
,Male,36-45,Married,2,2,3,0
,Female,16-25,Married,3,1,2,120
1,Female,16-25,Married,,,3,89
1,Female,26-35,Married,3,1,2,59.9
1,Female,16-25,Unknown,,2,,78
1,Female,26-35,Married,2,1,2,110
,Female,26-35,Married,2,1,2,0
1,Female,>=56,Unknown,,3,,209
1,Female,36-45,Married,4,4,2,298
1,Female,26-35,Married,2,2,3,78
,Female,16-25,Unknown,,,,68
1,Female,26-35,Unknown,3,,,119.9
1,Female,46-55,Unknown,,4,,139
1,Female,36-45,Married,4,1,2,298
1,Female,16-25,Single,3,2,3,59
1,Female,16-25,Single,3,,3,99.9
1,Male,36-45,Married,4,1,2,129
1,Male,>=56,Married,4,3,2,59.9
1,Female,26-35,Married,2,4,3,0
1,Female,26-35,Unknown,2,3,,178
,Female,16-25,Unknown,,,,145
,Male,36-45,Married,3,3,1,145
1,Female,26-35,Married,3,3,2,59.9
1,Female,16-25,Single,2,,3,139.9
1,Female,16-25,Single,2,,3,69.9
1,Male,26-35,Single,3,1,2,298
1,Male,16-25,Single,2,4,2,139.9
1,Male,16-25,Single,2,4,2,59.9
1,Female,26-35,Single,3,1,2,79
1,Female,>=56,Married,,4,,198
,Female,>=56,Married,,4,,0
1,Female,36-45,Married,3,1,2,79
,Female,26-35,Married,4,2,2,49
,Female,26-35,Married,4,2,2,0
1,Female,16-25,Single,3,2,2,298
1,Female,16-25,Single,3,2,2,178
,Female,16-25,Single,3,2,2,69
1,Male,16-25,Unknown,,4,,298
,Male,36-45,Married,4,1,2,98
,Female,26-35,Married,3,2,2,0
1,Female,26-35,Married,3,2,2,198
1,Female,16-25,Married,,,,78
1,Female,26-35,Single,4,1,2,139
,Male,16-25,Single,3,3,2,0
,Male,36-45,Married,3,2,2,0
1,Male,36-45,Married,3,2,2,89
1,Female,26-35,Married,4,4,2,129
,Male,26-35,Single,2,2,3,0
1,Male,26-35,Single,2,2,2,139
1,Female,26-35,Unknown,,2,,76
1,Female,26-35,Married,4,2,2,79
1,Female,26-35,Married,4,2,2,139
1,Female,26-35,Married,4,2,2,139
1,Female,26-35,Married,3,2,2,59.9
1,Male,36-45,Married,4,1,3,69
1,Female,16-25,Single,3,4,2,59.9
1,Female,16-25,Single,3,4,2,93.5
1,Female,26-35,Single,2,4,3,89
1,Female,26-35,Single,3,1,2,336
1,Female,16-25,Single,3,3,2,89
1,Male,16-25,Single,2,2,2,178
1,Male,26-35,Married,2,1,2,55
1,Female,>=56,Married,,3,3,78
1,Female,26-35,Single,3,3,2,118
1,Female,16-25,Married,3,1,3,298
1,Female,26-35,Married,2,2,2,59
1,Female,26-35,Married,3,2,2,99
1,Female,26-35,Single,1,2,3,169
,Female,26-35,Single,3,2,2,159
1,Female,16-25,Single,2,2,2,69.9
1,Female,16-25,Single,2,2,2,139
1,Male,26-35,Single,3,1,2,79.9
1,Female,26-35,Unknown,,2,,59
1,Female,26-35,Unknown,,2,,65
1,Male,46-55,Single,2,3,2,85
,Female,36-45,Married,2,4,2,89
1,Male,16-25,Single,3,,3,85
,Female,16-25,Unknown,,4,,0
,Female,26-35,Married,2,2,2,0
1,Male,26-35,Married,4,1,2,75
1,Female,26-35,Married,4,4,3,240
,Female,16-25,Single,,4,3,59
1,Female,26-35,Single,3,1,2,139
1,Female,16-25,Single,2,4,1,69
1,Female,36-45,Married,2,4,3,85
1,Female,26-35,Married,3,2,2,62
1,Female,26-35,Single,4,2,2,66
,Female,26-35,Single,3,3,2,0
,Female,26-35,Married,3,3,4,0
,Female,26-35,Married,3,3,4,0
,Female,26-35,Married,3,2,3,12
,Female,26-35,Married,3,2,3,28
1,Female,26-35,Married,3,2,3,69
1,Female,16-25,Single,2,2,2,78
,Male,16-25,Single,2,4,2,0
1,Male,16-25,Single,2,4,2,99
1,Female,16-25,Single,3,3,2,78
1,Male,36-45,Married,4,4,2,299
1,Female,26-35,Single,2,4,2,69
1,Female,26-35,Single,2,4,2,54
1,Male,>=56,Single,3,3,2,129
,Male,26-35,Unknown,,2,,0
,Female,26-35,Married,3,1,2,76
1,Female,>=56,Single,3,4,3,69.9
1,Female,>=56,Single,3,4,3,59.9
1,Female,36-45,Single,3,2,3,120
1,Female,36-45,Single,3,2,3,149
1,Female,36-45,Single,3,2,3,78
,Female,26-35,Married,4,2,2,78
1,Female,26-35,Married,2,3,3,89
,Male,26-35,Single,3,2,1,0
,Female,16-25,Unknown,,4,,69
,Female,16-25,Unknown,,4,,69
,Female,16-25,Unknown,,4,,69
,Female,16-25,Unknown,,4,,0
,Female,16-25,Unknown,,4,,69
,Female,16-25,Unknown,,4,,69
,Female,16-25,Unknown,,4,,69
,Female,16-25,Unknown,,4,,69
,Female,16-25,Unknown,,4,,0
,Female,16-25,Unknown,,4,,0
,Female,16-25,Unknown,,4,,0
,Female,16-25,Unknown,,4,,0
,Female,16-25,Unknown,,4,,69
,Female,16-25,Unknown,,4,,69
,Female,16-25,Unknown,,4,,69
1,Female,36-45,Single,3,1,3,139.9
,Female,26-35,Single,4,2,2,19.9
1,Female,16-25,Married,3,3,2,139
,Female,46-55,Unknown,,2,,75
1,Female,26-35,Married,2,3,2,78
1,Male,26-35,Married,4,1,2,129
1,Male,26-35,Single,3,1,2,167
1,Female,16-25,Single,2,4,3,69
1,Female,16-25,Unknown,,2,,138
1,Female,26-35,Unknown,,2,,79.9
,Female,26-35,Single,3,2,2,190
,Female,16-25,Unknown,2,3,,7
1,Female,16-25,Married,3,1,2,78
1,Female,26-35,Married,3,2,2,336
1,Male,>=56,Single,2,3,4,209
1,Female,26-35,Married,3,2,2,78
1,Female,26-35,Single,3,3,2,52
,Female,>=56,Married,3,1,3,85
1,Male,26-35,Married,2,2,2,149
1,Female,26-35,Single,3,,2,336
1,Female,26-35,Married,3,4,4,109
1,Female,26-35,Single,4,2,2,162.9
,Female,16-25,Single,3,2,3,89
,Female,26-35,Married,3,,2,89
1,Male,36-45,Married,3,1,2,39.9
1,Male,16-25,Single,3,1,3,79
,Female,26-35,Single,3,,2,0
,Female,26-35,Married,2,4,2,75
,Female,26-35,Married,2,4,2,0
,Female,16-25,Single,2,3,2,0
1,Female,26-35,Single,3,1,2,178
1,Male,26-35,Unknown,2,1,,169
1,Male,46-55,Married,3,3,1,80
1,Male,46-55,Married,3,3,1,138
1,Male,46-55,Married,3,3,1,139
1,Male,46-55,Married,3,3,1,89
,Female,16-25,Unknown,,1,,145
,Male,26-35,Married,3,2,2,0
1,Female,36-45,Married,3,2,3,39.9
1,Female,36-45,Married,3,2,3,69
1,Female,16-25,Unknown,,4,,94.9
1,Female,16-25,Unknown,,4,,79.9
1,Male,16-25,Single,3,1,3,69.9
1,Female,36-45,Married,4,3,2,85
1,Male,26-35,Single,4,4,2,79
1,Female,26-35,Married,3,4,2,126
1,Female,26-35,Single,3,3,2,268
1,Female,26-35,Married,1,,3,95
1,Female,36-45,Married,3,2,2,198
1,Female,16-25,Single,3,3,2,198
1,Male,36-45,Married,3,4,2,85
1,Female,26-35,Married,3,2,2,109
1,Female,16-25,Single,2,,3,69
,Female,26-35,Married,3,1,2,0
,Male,16-25,Single,,2,3,69
,Male,26-35,Married,3,1,2,200
1,Female,36-45,Married,3,4,2,188
,Male,26-35,Single,3,1,2,0
1,Female,26-35,Unknown,,,,89
,Female,16-25,Single,2,1,2,58
1,Female,16-25,Unknown,,5,,85
1,Female,16-25,Unknown,,,,69
1,Female,16-25,Unknown,,,,78
1,Female,26-35,Married,2,2,3,89
,Female,16-25,Married,,1,3,0
1,Male,26-35,Married,4,3,2,59.9
1,Female,16-25,Single,3,4,3,150
,Female,46-55,Married,4,2,2,0
1,Female,46-55,Married,4,2,2,0
,Male,36-45,Married,4,2,2,76
1,Female,46-55,Married,3,1,2,49
1,Male,>=56,Married,2,2,2,78
,Male,16-25,Single,2,4,3,0
,Male,16-25,Single,2,4,3,0
1,Female,26-35,Single,3,1,2,298
1,Female,16-25,Single,3,2,3,78
,Male,26-35,Unknown,,4,,0
1,Female,36-45,Married,3,1,2,78
1,Female,46-55,Married,,5,,139
,Female,16-25,Single,3,2,2,55
1,Female,36-45,Single,3,2,3,78
,Female,46-55,Married,3,2,2,69.9
1,Male,16-25,Unknown,3,1,,79
1,Female,26-35,Single,3,2,2,298
1,Female,16-25,Single,3,2,2,79.9
1,Female,36-45,Married,3,2,2,69
1,Male,26-35,Married,3,1,2,85
1,Male,16-25,Single,3,,2,298
1,Female,26-35,Married,2,2,2,129
1,Female,16-25,Single,2,2,2,78
1,Female,16-25,Single,2,3,3,69.9
,Male,36-45,Married,3,2,2,0
1,Female,16-25,Single,2,1,2,98
1,Female,26-35,Married,3,4,3,135
1,Male,26-35,Single,3,3,2,245
1,Female,16-25,Married,2,3,2,170
,Female,26-35,Single,,,3,0
1,Female,26-35,Single,,,3,129
1,Female,26-35,Married,2,5,2,219
1,Female,36-45,Married,3,2,2,129
1,Male,26-35,Single,4,2,2,69
,Male,26-35,Single,4,2,2,68
1,Female,26-35,Single,2,3,3,69
1,Female,16-25,Single,,3,4,49
1,Male,16-25,Single,3,1,2,59.9
,Male,26-35,Married,2,5,3,0
1,Female,26-35,Single,3,3,2,249
1,Male,26-35,Married,4,3,2,106
,Male,36-45,Married,3,2,2,0
1,Male,26-35,Single,4,1,2,59.9
1,Male,16-25,Single,2,2,2,19.9
,Male,16-25,Single,2,2,2,58
1,Male,16-25,Single,2,2,2,159
1,Female,36-45,Married,4,1,2,190
1,Female,36-45,Married,4,1,2,0
,Female,46-55,Unknown,,,,59
,Male,>=56,Married,4,2,2,0
,Male,>=56,Married,4,2,2,0
1,Male,>=56,Married,4,2,2,500
,Male,>=56,Married,4,2,2,0
1,Female,46-55,Married,3,1,2,69
1,Female,46-55,Married,3,1,2,59
1,Female,46-55,Married,3,1,2,59
,Male,26-35,Single,4,1,2,28
,Male,36-45,Married,3,2,2,59
,Female,>=56,Married,3,1,2,0
1,Female,>=56,Married,3,1,2,99
,Female,16-25,Single,,4,3,0
1,Female,26-35,Married,3,1,2,59.9
1,Female,26-35,Married,3,1,2,78
,Male,46-55,Single,2,1,3,0
1,Female,36-45,Married,3,2,2,69
1,Female,36-45,Married,3,2,2,65
1,Female,36-45,Married,4,2,2,59
1,Female,26-35,Married,2,2,2,78
1,Female,26-35,Unknown,,,,68
1,Female,26-35,Married,2,3,2,92
1,Female,26-35,Married,3,1,3,79
1,Female,26-35,Single,4,1,2,178
1,Male,16-25,Single,2,1,3,108
,Female,26-35,Married,3,3,2,0
1,Female,36-45,Married,4,1,2,299
1,Female,26-35,Single,2,4,2,69
1,Female,26-35,Single,2,4,2,79
1,Female,36-45,Married,3,2,2,59.9
,Female,36-45,Married,3,2,2,89
1,Female,26-35,Single,3,2,2,79.9
1,Female,36-45,Married,2,4,3,98
1,Male,26-35,Single,3,3,2,69
1,Male,26-35,Single,3,3,2,69
1,Male,26-35,Single,3,2,2,65
1,Female,26-35,Unknown,,2,,59
1,Female,26-35,Unknown,,2,,65
,Female,26-35,Unknown,,3,,69
1,Male,16-25,Single,3,1,2,59.9
1,Female,26-35,Married,,3,3,78
1,Female,>=56,Married,3,1,2,59.9
1,Female,>=56,Unknown,,4,,0
,Female,46-55,Unknown,,,,18.8
,Female,16-25,Single,1,2,2,0
1,Female,26-35,Married,3,3,2,78
1,Female,16-25,Married,,4,2,59.9
1,Female,36-45,Married,3,2,2,79.9
1,Female,26-35,Married,4,4,2,110
1,Male,26-35,Married,3,2,2,19.9
1,Female,16-25,Single,1,2,2,55
,Female,16-25,Single,3,2,2,75
1,Female,26-35,Married,4,2,2,86
,Female,36-45,Married,3,1,2,0
1,Female,>=56,Married,2,3,3,188
1,Male,26-35,Single,2,3,3,118
1,Female,16-25,Single,,2,3,88.5
1,Female,36-45,Married,3,2,3,278
1,Female,36-45,Married,3,1,2,39.9
,Female,16-25,Single,3,3,2,0
1,Female,26-35,Married,3,1,2,119
1,Female,36-45,Married,2,,2,69
1,Female,36-45,Married,2,2,2,79.9
1,Female,16-25,Married,3,2,2,85
1,Female,26-35,Married,3,3,3,238
1,Female,26-35,Married,3,3,3,69.9
1,Female,26-35,Married,3,1,2,245
1,Female,36-45,Married,3,1,2,129
,Male,26-35,Single,3,1,2,52
1,Female,36-45,Single,2,,2,69
,Female,26-35,Married,3,2,4,0
1,Female,26-35,Married,3,2,4,299
,Female,26-35,Married,3,2,4,0
,Female,26-35,Married,3,2,4,0
,Female,16-25,Unknown,3,,,150
1,Female,26-35,Single,3,2,2,69.9
,Female,36-45,Married,4,4,2,79
,Female,26-35,Single,1,,4,0
1,Male,26-35,Single,3,2,2,318
1,Male,46-55,Married,2,,2,150
1,Female,26-35,Married,3,,3,78
,Female,26-35,Married,3,2,2,61
,Female,16-25,Married,1,1,3,66
1,Female,36-45,Married,3,2,2,129
1,Female,26-35,Single,3,1,2,85
1,Female,46-55,Married,3,2,2,245
1,Female,26-35,Single,2,3,3,78
,Female,26-35,Single,4,1,2,69
1,Female,16-25,Single,3,1,2,85
1,Male,26-35,Single,3,1,2,120
,Male,26-35,Single,3,1,2,163
1,Male,26-35,Single,3,2,2,298
,Male,16-25,Single,3,2,2,138
1,Female,16-25,Unknown,2,4,,99.9
1,Female,16-25,Single,3,3,3,318
,Female,26-35,Unknown,,,,58
1,Female,36-45,Single,3,4,2,99
1,Female,36-45,Married,3,1,2,69
1,Female,16-25,Single,3,,2,78
,Male,26-35,Married,3,3,2,102
,Female,26-35,Married,3,1,2,98
,Female,26-35,Married,3,1,2,98
1,Male,26-35,Married,2,3,2,59
1,Female,36-45,Married,4,1,2,89
1,Male,26-35,Unknown,,2,,89
,Male,26-35,Unknown,,2,,0
1,Female,16-25,Single,1,4,3,68
,Female,26-35,Single,,1,3,285
,Female,26-35,Married,2,,2,0
1,Female,36-45,Married,2,1,3,59.9
1,Female,46-55,Married,3,1,2,69.9
1,Female,26-35,Single,3,2,2,192
,Female,26-35,Single,3,2,2,0
1,Female,36-45,Married,3,3,2,336
1,Male,16-25,Unknown,2,2,,69
1,Female,16-25,Married,,3,,94
,Female,36-45,Single,3,3,4,399
,Female,26-35,Single,3,1,2,49
1,Female,16-25,Unknown,,2,,79
1,Female,26-35,Single,3,1,3,336
1,Female,>=56,Married,4,1,2,79.8
1,Female,>=56,Married,4,1,2,79.8
,Female,16-25,Married,2,4,3,0
1,Female,16-25,Unknown,,,,139.9
,Female,26-35,Unknown,,3,,69
,Female,26-35,Unknown,,3,,0
1,Female,26-35,Single,3,2,3,298
1,Female,36-45,Married,4,3,2,89
1,Male,16-25,Unknown,,,,89
1,Female,26-35,Unknown,4,1,,59.9
1,Male,26-35,Married,2,4,2,209
1,Female,16-25,Single,3,4,3,129
1,Female,26-35,Married,2,4,2,198
,Male,26-35,Unknown,,3,,0
1,Male,26-35,Single,4,,2,69.9
1,Male,36-45,Married,3,2,3,78
1,Male,36-45,Married,3,2,3,79.9
1,Female,26-35,Married,2,,2,69
1,Male,26-35,Married,3,3,2,109
,Male,26-35,Single,,4,3,0
1,Male,26-35,Single,,4,3,99
1,Female,26-35,Single,3,4,3,99
1,Male,36-45,Married,3,4,2,78
1,Female,36-45,Single,3,3,2,198
1,Female,26-35,Single,2,1,3,298
1,Male,36-45,Unknown,3,1,,65
1,Female,26-35,Single,3,3,2,300
1,Female,26-35,Married,4,4,2,69
1,Female,16-25,Single,3,2,3,378
,Female,16-25,Single,3,2,3,39.9
1,Female,26-35,Single,3,4,4,79
1,Female,26-35,Single,4,3,2,336
1,Male,26-35,Married,4,1,2,85
,Female,26-35,Single,2,1,2,0
1,Female,36-45,Married,3,1,2,93.5
1,Female,36-45,Married,3,1,2,59
,Male,16-25,Single,3,2,3,68
,Male,36-45,Married,2,2,2,58
1,Male,26-35,Single,3,1,2,59.9
,Female,26-35,Married,4,1,2,70
1,Female,26-35,Married,4,1,2,191
1,Female,46-55,Single,2,1,2,79.9
1,Male,36-45,Married,4,1,2,149
1,Female,26-35,Single,3,1,2,198
1,Female,26-35,Married,3,,2,139.9
1,Female,26-35,Single,2,3,2,68
1,Female,26-35,Single,2,3,2,98
1,Female,46-55,Married,3,1,2,80
1,Male,26-35,Single,3,1,3,59.9
1,Female,16-25,Unknown,,2,,59
1,Female,16-25,Unknown,3,3,,0
,Female,26-35,Single,2,1,2,0
1,Female,26-35,Single,2,1,2,59
1,Female,26-35,Single,2,,2,139
1,Female,26-35,Married,3,3,2,129
1,Male,36-45,Married,3,3,2,39.9
,Female,36-45,Married,3,4,3,0
1,Female,36-45,Married,3,4,3,69
1,Male,26-35,Married,3,2,2,129
,Male,26-35,Married,3,2,2,0
,Male,26-35,Married,3,2,2,0
1,Male,26-35,Married,3,2,2,179
,Female,16-25,Single,3,2,2,69
1,Male,16-25,Single,3,1,2,99.9
1,Female,26-35,Married,2,1,2,168
1,Female,26-35,Single,3,2,3,79
1,Female,26-35,Married,3,4,2,180
1,Male,36-45,Married,2,3,3,109
1,Male,>=56,Single,3,2,3,78
1,Male,26-35,Single,2,,2,89
1,Female,16-25,Single,3,2,2,135
,Female,16-25,Single,3,2,2,45
1,Female,36-45,Unknown,,5,,69
1,Female,26-35,Single,3,2,3,69.9
1,Male,46-55,Married,3,2,2,139.9
1,Female,26-35,Married,3,1,3,69.9
1,Male,>=56,Married,2,5,3,79.9
1,Male,26-35,Married,4,1,2,195
1,Female,16-25,Single,3,2,3,169
1,Female,26-35,Single,3,3,2,150
1,Female,26-35,Single,3,2,3,79
1,Female,26-35,Married,3,,4,78
1,Female,26-35,Married,3,,4,78
,Male,16-25,Single,3,2,2,0
1,Female,26-35,Married,3,1,2,58
,Female,26-35,Married,3,1,2,0
1,Female,26-35,Married,3,1,2,78
1,Female,16-25,Single,3,1,3,78
1,Male,26-35,Single,3,1,2,298
1,Male,16-25,Single,,2,4,78
1,Female,26-35,Married,3,2,2,250
1,Male,26-35,Married,3,2,2,109
1,Male,26-35,Single,3,2,2,298
1,Male,36-45,Married,4,1,3,79.9
1,Male,36-45,Married,4,1,3,79.9
1,Female,16-25,Unknown,,4,,139
1,Female,26-35,Single,3,1,4,89
1,Male,26-35,Married,3,1,2,298
1,Male,26-35,Married,3,1,2,178
1,Female,26-35,Single,3,3,3,39
1,Female,26-35,Single,3,2,2,69.9
1,Female,26-35,Single,3,2,2,59
1,Male,36-45,Married,4,4,2,78
1,Female,26-35,Single,3,1,2,78
1,Male,26-35,Single,1,2,3,169
1,Female,36-45,Married,,4,4,89
1,Male,36-45,Married,4,4,2,129
1,Female,16-25,Single,3,2,3,110
,Female,16-25,Single,3,2,3,78
1,Male,46-55,Single,3,2,2,78
1,Female,16-25,Single,,2,4,78
1,Female,16-25,Single,2,,3,68
1,Male,16-25,Single,3,3,2,298
1,Male,16-25,Single,3,3,2,298
,Female,36-45,Married,3,1,3,68
1,Female,26-35,Married,2,2,3,88
,Male,26-35,Married,3,3,2,0
,Female,16-25,Unknown,,1,,0
1,Female,36-45,Married,2,4,2,500
1,Female,26-35,Married,1,1,2,199
1,Male,26-35,Single,3,1,2,198
,Male,26-35,Single,3,1,2,68
1,Female,46-55,Married,3,1,2,59.9
1,Female,36-45,Married,3,2,2,69
,Male,36-45,Single,3,2,2,125
,Male,36-45,Married,4,3,2,59
,Male,36-45,Married,4,3,2,0
1,Female,36-45,Married,4,1,2,55
,Male,16-25,Unknown,,1,,0
,Male,16-25,Unknown,,1,,0
1,Male,16-25,Single,2,1,2,93.5
,Male,>=56,Married,,2,,0
1,Female,26-35,Single,2,2,2,78
1,Female,26-35,Single,2,2,2,298
1,Male,16-25,Single,3,4,2,59.9
1,Female,26-35,Married,3,2,3,39.9
1,Female,16-25,Single,4,2,2,159
1,Female,36-45,Married,2,4,2,77
1,Female,>=56,Married,2,2,2,59
1,Female,46-55,Married,3,1,2,148
1,Male,26-35,Married,4,4,2,150
,Female,16-25,Single,3,,2,0
1,Male,36-45,Married,4,2,2,65
1,Female,36-45,Married,4,2,3,170
1,Female,26-35,Single,2,2,3,118
1,Female,16-25,Single,2,1,3,39
1,Female,16-25,Single,2,4,3,245
1,Female,36-45,Married,4,1,2,59
1,Female,16-25,Single,3,1,2,59.9
1,Female,46-55,Unknown,,3,,89
1,Female,26-35,Married,3,1,2,59.9
,Female,16-25,Unknown,,3,,260
1,Male,26-35,Single,3,2,2,149
1,Female,26-35,Single,3,4,2,298
1,Female,26-35,Single,3,4,2,178
1,Male,16-25,Single,2,3,2,298
,Female,36-45,Married,,3,,0
,Male,26-35,Married,2,,2,0
,Male,26-35,Married,2,,2,0
1,Female,46-55,Single,3,3,2,149
,Female,26-35,Single,3,2,2,0
1,Male,16-25,Single,3,2,3,250
1,Male,16-25,Single,3,1,2,69.9
,Male,16-25,Single,2,2,2,59
1,Female,26-35,Single,3,1,1,298
1,Female,26-35,Single,3,2,2,170
1,Female,26-35,Single,3,2,2,170
,Male,36-45,Married,2,,3,98
,Female,16-25,Married,3,2,2,89
,Female,26-35,Married,,2,3,28
,Female,36-45,Married,2,4,3,79
,Female,16-25,Single,,3,3,88
,Female,16-25,Married,2,2,3,0
1,Male,26-35,Married,3,1,2,119
1,Female,26-35,Married,2,4,,89
1,Male,26-35,Single,3,,2,110
1,Male,26-35,Single,3,,2,109
1,Female,26-35,Unknown,,2,,99
1,Female,16-25,Single,3,2,3,68
1,Female,16-25,Single,,,4,68
1,Female,26-35,Unknown,,4,,79
1,Female,16-25,Single,2,2,2,78
,Male,26-35,Married,1,,3,0
,Female,26-35,Single,3,3,2,38
1,Female,26-35,Single,3,3,2,38
1,Female,16-25,Single,2,2,3,59
1,Female,16-25,Single,,2,3,38
1,Female,36-45,Married,3,4,2,105
1,Female,36-45,Married,3,4,2,52
1,Female,26-35,Married,4,2,2,150
1,Male,36-45,Married,3,1,3,39.9
,Female,16-25,Single,3,1,2,45
,Female,>=56,Single,2,1,2,248
,Female,16-25,Unknown,,4,,49
,Female,16-25,Single,3,1,3,65
,Female,26-35,Married,4,1,2,0
1,Female,26-35,Married,4,1,2,178
1,Female,16-25,Unknown,,2,,78
1,Female,>=56,Unknown,,2,,209
