"Date","Model","Sales","COGS","RD"
2019-07-20,9,1210,726,0
2019-07-21,9,1450,733,0
2019-07-22,9,1420,702,0
2019-07-23,9,1210,745,0
2019-07-24,9,1440,652,0
2019-07-25,9,1360,572,0
2019-07-26,9,1520,702,0
2019-07-27,9,1370,702,0
2019-07-28,9,1220,615,0
2019-07-29,9,1390,609,0
2019-07-30,9,1150,523,0
2019-07-31,9,1230,628,0
2019-08-01,9,1170,578,0
2019-08-02,9,1430,591,0
2019-08-03,9,1260,504,0
2019-08-04,9,1290,628,0
2019-08-05,9,1160,695,0
2019-08-06,9,1130,529,0
2019-08-07,9,1200,603,0
2019-08-08,9,1250,689,0
2019-08-09,9,1300,689,0
2019-08-10,9,1340,566,0
2019-08-11,9,1300,455,0
2019-08-12,9,1450,566,0
2019-08-13,9,1120,547,0
2019-08-14,9,1350,498,0
2019-08-15,9,1490,676,0
2019-08-16,9,1180,547,0
2019-08-17,9,1160,461,0
2019-08-18,9,1340,701,0
2019-08-19,9,1300,559,0
2019-08-20,9,1210,652,0
2019-08-21,9,1190,664,0
2019-08-22,9,1190,492,0
2019-08-23,9,1240,529,0
2019-08-24,9,1200,645,0
2019-08-25,9,1130,689,0
2019-08-26,9,1180,596,0
2019-08-27,9,1280,584,0
2019-08-28,9,1260,541,0
2019-08-29,9,1180,565,0
2019-08-30,9,1270,535,0
2019-08-31,9,1130,510,0
2019-09-01,9,1210,553,0
2019-09-02,9,1130,565,0
2019-09-03,9,1140,504,0
2019-09-04,9,1320,510,0
2019-09-05,9,1040,596,0
2019-09-06,9,1090,547,0
2019-09-07,9,1030,528,0
2019-09-08,9,1180,491,0
2019-09-09,9,1380,528,0
2019-09-10,9,1090,528,0
2019-09-11,9,1180,682,0
2019-09-12,9,910,448,0
2019-09-13,9,1010,491,0
2019-09-14,9,1250,540,0
2019-09-15,9,1190,411,0
2019-09-16,9,1200,565,0
2019-09-17,9,1070,540,0
2019-09-18,9,1400,436,0
2019-09-19,9,910,583,0
2019-09-20,9,990,651,0
2019-09-21,9,1150,516,0
2019-09-22,9,950,528,0
2019-09-23,9,1170,448,0
2019-09-24,9,740,510,0
2019-09-25,9,1040,589,0
2019-09-26,9,990,485,0
2019-09-27,9,970,387,0
2019-09-28,9,990,479,0
2019-09-29,9,1100,565,0
2019-09-30,9,1230,534,0
2019-10-01,9,1020,423,0
2019-10-02,9,1080,491,0
2019-10-03,9,1010,509,0
2019-10-04,9,1090,515,0
2019-10-05,9,1200,546,0
2019-10-06,9,950,479,0
2019-10-07,9,1170,442,0
2019-10-08,9,1110,368,0
2019-10-09,9,980,466,0
2019-10-10,9,1060,571,0
2019-10-11,9,1130,393,0
2019-10-12,9,940,472,0
2019-10-13,9,880,472,0
2019-10-14,9,880,521,0
2019-10-15,9,920,497,0
2019-10-16,9,1160,515,0
2019-10-17,9,1090,515,0
2019-10-18,9,1180,478,0
2019-10-19,9,1190,435,0
2019-10-20,9,1140,558,0
2019-10-21,9,1210,429,0
2019-10-22,9,1060,454,0
2019-10-23,9,930,423,0
2019-10-24,9,1140,583,0
2019-10-25,9,1140,448,0
2019-10-26,9,1000,392,0
2019-10-27,9,990,540,0
2019-10-28,9,850,368,0
2019-10-29,9,1020,454,0
2019-10-30,9,940,435,0
2019-10-31,9,960,484,0
2019-11-01,9,820,435,0
2019-11-02,9,1020,539,0
2019-11-03,9,1130,441,0
2019-11-04,9,860,454,0
2019-11-05,9,980,386,0
2019-11-06,9,1120,441,0
2019-11-07,9,1120,527,0
2019-11-08,9,920,435,0
2019-11-09,9,740,472,0
2019-11-10,9,920,460,0
2019-11-11,9,890,447,0
2019-11-12,9,810,533,0
2019-11-13,9,1100,441,0
2019-11-14,9,890,459,0
2019-11-15,9,750,380,0
2019-11-16,9,1140,447,0
2019-11-17,9,910,508,0
2019-11-18,9,1060,496,0
2019-11-19,9,1080,484,0
2019-11-20,9,800,459,0
2019-11-21,9,860,386,0
2019-11-22,9,1050,312,0
2019-11-23,9,1120,404,0
2019-11-24,9,970,435,0
2019-11-25,9,950,380,0
2019-11-26,9,880,484,0
2019-11-27,9,920,355,0
2019-11-28,9,870,490,0
2019-11-29,9,830,533,0
2019-11-30,9,900,392,0
2019-12-01,9,920,410,0
2019-12-02,9,820,422,0
2019-12-03,9,830,416,0
2019-12-04,9,970,416,0
2019-12-05,9,890,490,0
2019-12-06,9,860,398,0
2019-12-07,9,800,459,0
2019-12-08,9,860,422,0
2019-12-09,9,860,392,0
2019-12-10,9,1110,379,0
2019-12-11,9,730,434,0
2019-12-12,9,800,447,0
2019-12-13,9,880,379,0
2019-12-14,9,670,514,0
2019-12-15,9,920,379,0
2019-12-16,9,880,508,0
2019-12-17,9,710,373,0
2019-12-18,9,950,355,0
2019-12-19,9,1060,367,0
2019-12-20,9,840,428,0
2019-12-21,9,860,355,0
2019-12-22,9,730,367,0
2019-12-23,9,830,367,0
2019-12-24,9,960,434,0
2019-12-25,9,790,342,0
2019-12-26,9,630,398,0
2019-12-27,9,780,361,0
2019-12-28,9,920,324,0
2019-12-29,9,870,348,0
2019-12-30,9,690,355,0
2019-12-31,9,800,287,0
2020-01-01,9,830,404,0
2020-01-02,9,840,385,0
2020-01-03,9,890,465,0
2020-01-04,9,780,440,0
2020-01-05,9,720,330,0
2020-01-06,9,600,416,0
2020-01-07,9,760,397,0
2020-01-08,9,930,318,0
2020-01-09,9,640,342,0
2020-01-10,9,770,361,0
2020-01-11,9,770,367,0
2020-01-12,9,850,385,0
2020-01-13,9,810,287,0
2020-01-14,9,840,397,0
2020-01-15,9,840,336,0
2020-01-16,9,780,403,0
2020-01-17,9,710,440,0
2020-01-18,9,910,318,0
2020-01-19,9,700,263,0
2020-01-20,9,740,324,0
2020-01-21,9,690,360,0
2020-01-22,9,950,422,0
2020-01-23,9,730,379,0
2020-01-24,9,640,324,0
2020-01-25,9,880,428,0
2020-01-26,9,600,311,0
2020-01-27,9,740,385,0
2020-01-28,9,710,391,0
2020-01-29,9,790,360,0
2020-01-30,9,710,403,0
2020-01-31,9,880,342,0
2020-02-01,9,720,403,0
2020-02-02,9,740,342,0
2020-02-03,9,630,476,0
2020-02-04,9,720,293,0
2020-02-05,9,860,434,0
2020-02-06,9,710,317,0
2020-02-07,9,770,305,0
2020-02-08,9,750,305,0
2020-02-09,9,730,348,0
2020-02-10,9,870,305,0
2020-02-11,9,720,287,0
2020-02-12,9,750,403,0
2020-02-13,9,620,317,0
2020-02-14,9,730,293,0
2020-02-15,9,830,311,0
2020-02-16,9,810,274,0
2020-02-17,9,790,336,0
2020-02-18,9,750,336,0
2020-02-19,9,630,311,0
2020-02-20,9,510,311,0
2020-02-21,9,660,329,0
2020-02-22,9,710,262,0
2020-02-23,9,620,213,0
2020-02-24,9,790,274,0
2020-02-25,9,580,372,0
2020-02-26,9,800,305,0
2020-02-27,9,870,360,0
2020-02-28,9,640,348,0
2020-02-29,9,670,354,0
2020-03-01,9,690,317,0
2020-03-02,9,680,305,0
2020-03-03,9,680,317,0
2020-03-04,9,800,348,0
2020-03-05,9,650,280,0
2020-03-06,9,750,323,0
2020-03-07,9,690,305,0
2020-03-08,9,640,421,0
2020-03-09,9,620,305,0
2020-03-10,9,710,341,0
2020-03-11,9,730,329,0
2020-03-12,9,620,256,0
2020-03-13,9,840,329,0
2020-03-14,9,620,299,0
2020-03-15,9,830,280,0
2020-03-16,9,610,354,0
2020-03-17,9,580,262,0
2020-03-18,9,600,219,0
2020-03-19,9,700,335,0
2020-03-20,9,580,353,0
2020-03-21,9,600,305,0
2020-03-22,9,600,305,0
2020-03-23,9,710,274,0
2020-03-24,9,560,280,0
2020-03-25,9,650,268,0
2020-03-26,9,590,292,0
2020-03-27,9,530,268,0
2020-03-28,9,570,323,0
2020-03-29,9,580,341,0
2020-03-30,9,470,280,0
2020-03-31,9,660,353,0
2020-04-01,9,630,262,0
2020-04-02,9,760,292,0
2020-04-03,9,720,317,0
2020-04-04,9,540,292,0
2020-04-05,9,680,335,0
2020-04-06,9,650,311,0
2020-04-07,9,520,329,0
2020-04-08,9,560,292,0
2020-04-09,9,590,347,0
2020-04-10,9,600,286,0
2020-04-11,9,630,250,0
2020-04-12,9,470,189,0
2020-04-13,9,650,219,0
2020-04-14,9,550,231,0
2020-04-15,9,660,243,0
2020-04-16,9,720,402,0
2020-04-17,9,520,317,0
2020-04-18,9,430,268,0
2020-04-19,9,530,280,0
2020-04-20,9,590,231,0
2020-04-21,9,690,249,0
2020-04-22,9,620,262,0
2020-04-23,9,530,268,0
2020-04-24,9,700,262,0
2020-04-25,9,510,243,0
2020-04-26,9,630,237,0
2020-04-27,9,640,322,0
2020-04-28,9,590,280,0
2020-04-29,9,660,286,0
2020-04-30,9,560,280,0
2020-05-01,9,660,286,0
2020-05-02,9,560,225,0
2020-05-03,9,780,237,0
2020-05-04,9,480,274,0
2020-05-05,9,710,237,0
2020-05-06,9,520,347,0
2020-05-07,9,500,286,0
2020-05-08,9,500,274,0
2020-05-09,9,570,249,0
2020-05-10,9,500,243,0
2020-05-11,9,470,268,0
2020-05-12,9,660,146,0
2020-05-13,9,520,219,0
2020-05-14,9,480,249,0
2020-05-15,9,510,249,0
2020-05-16,9,450,243,0
2020-05-17,9,550,243,0
2020-05-18,9,550,127,0
2020-05-19,9,510,280,0
2020-05-20,9,510,207,0
2020-05-21,9,540,273,0
2020-05-22,9,430,219,0
2020-05-23,9,350,280,0
2020-05-24,9,450,140,0
2020-05-25,9,610,261,0
2020-05-26,9,500,219,0
2020-05-27,9,590,298,0
2020-05-28,9,570,219,0
2020-05-29,9,580,279,0
2020-05-30,9,520,176,0
2020-05-31,9,500,194,0
2020-06-01,9,520,237,0
2020-06-02,9,570,273,0
2020-06-03,9,460,298,0
2020-06-04,9,530,182,0
2020-06-05,9,500,219,0
2020-06-06,9,690,219,0
2020-06-07,9,500,237,0
2020-06-08,9,560,237,0
2020-06-09,9,540,219,0
2020-06-10,9,420,225,0
2020-06-11,9,540,249,0
2020-06-12,9,490,219,0
2020-06-13,9,460,255,0
2020-06-14,9,580,237,0
2020-06-15,9,430,212,0
2020-06-16,9,360,212,0
2020-06-17,9,550,310,0
2020-06-18,9,580,194,0
2020-06-19,9,500,176,0
2020-06-20,9,500,212,0
2020-06-21,9,450,231,0
2020-06-22,9,460,231,0
2020-06-23,9,440,249,0
2020-06-24,9,480,243,0
2020-06-25,9,440,224,0
2020-06-26,9,530,231,0
2020-06-27,9,560,218,0
2020-06-28,9,460,212,0
2020-06-29,9,580,279,0
2020-06-30,9,430,243,0
2020-07-01,9,480,237,0
2020-07-02,9,520,230,0
2020-07-03,9,480,255,0
2020-07-04,9,550,176,0
2020-07-05,9,510,188,0
2020-07-06,9,540,230,0
2020-07-07,9,480,194,0
2020-07-08,9,570,182,0
2020-07-09,9,470,255,0
2020-07-10,9,410,182,0
2020-07-11,9,310,267,0
2020-07-12,9,360,230,0
2020-07-13,9,380,236,0
2020-07-14,9,400,206,0
2020-07-15,9,660,218,0
2020-07-16,9,520,224,0
2020-07-17,9,440,249,0
2020-07-18,9,460,176,0
2020-07-19,9,380,200,0
2020-07-20,9,410,170,0
2020-07-21,9,430,206,0
2020-07-22,9,440,206,0
2020-07-23,9,430,242,0
2020-07-24,9,400,224,0
2020-07-25,9,390,206,0
2020-07-26,9,530,182,0
2020-07-27,9,460,145,0
2020-07-28,9,470,194,0
2020-07-29,9,460,188,0
2020-07-30,9,470,194,0
2020-07-31,9,370,182,0
2020-08-01,9,390,230,0
2020-08-02,9,450,163,0
2020-08-03,9,390,157,0
2020-08-04,9,570,121,0
2020-08-05,9,470,157,0
2020-08-06,9,450,212,0
2020-08-07,9,410,169,0
2020-08-08,9,400,206,0
2020-08-09,9,440,127,0
2020-08-10,9,240,200,0
2020-08-11,9,360,157,0
2020-08-12,9,410,242,0
2020-08-13,9,410,175,0
2020-08-14,9,400,182,0
2020-08-15,9,400,254,0
2020-08-16,9,210,242,0
2020-08-17,9,460,212,0
2020-08-18,9,340,169,0
2020-08-19,9,450,230,0
2020-08-20,9,360,175,0
2020-08-21,9,460,182,0
2020-08-22,9,230,139,0
2020-08-23,9,430,188,0
2020-08-24,9,360,175,0
2020-08-25,9,490,188,0
2020-08-26,9,360,145,0
2020-08-27,9,460,181,0
2020-08-28,9,290,200,0
2020-08-29,9,320,151,0
2020-08-30,9,390,175,0
2020-08-31,9,450,133,0
2020-09-01,9,490,133,0
2020-09-02,9,300,242,0
2020-09-03,9,360,157,0
2020-09-04,9,360,163,0
2020-09-05,9,390,169,0
2020-09-06,9,390,127,0
2020-09-07,9,360,194,0
2020-09-08,9,370,200,0
2020-09-09,9,410,169,0
2020-09-10,9,360,133,0
2020-09-11,9,420,157,0
2020-09-12,9,390,187,0
2020-09-13,9,350,103,0
2020-09-14,9,350,187,0
2020-09-15,9,510,169,0
2020-09-16,9,320,181,0
2020-09-17,9,290,127,0
2020-09-18,9,350,181,0
2020-09-19,9,380,139,0
2020-09-20,9,380,127,0
2020-09-21,9,410,139,0
2020-09-22,9,400,169,0
2020-09-23,9,370,139,0
2020-09-24,9,380,163,0
2020-09-25,9,360,175,0
2020-09-26,9,350,260,0
2020-09-27,9,460,187,0
2020-09-28,9,400,187,0
2020-09-29,9,390,212,0
2020-09-30,9,380,218,0
2020-10-01,9,420,175,0
2020-10-02,9,290,157,0
2020-10-03,9,310,133,0
2020-10-04,9,380,175,0
2020-10-05,9,320,205,0
2020-10-06,9,300,181,0
2020-10-07,9,420,169,0
2020-10-08,9,300,218,0
2020-10-09,9,440,175,0
2020-10-10,9,380,127,0
2020-10-11,9,390,145,0
2020-10-12,9,340,133,0
2020-10-13,9,360,157,0
2020-10-14,9,370,199,0
2020-10-15,9,410,169,0
2020-10-16,9,290,181,0
2020-10-17,9,330,145,0
2020-10-18,9,280,127,0
2020-10-19,9,340,115,0
2020-10-20,9,340,133,0
2020-10-21,9,400,115,0
2020-10-22,9,370,121,0
2020-10-23,9,340,205,0
2020-10-24,9,300,157,0
2020-10-25,9,240,108,0
2020-10-26,9,320,145,0
2020-10-27,9,310,139,0
2020-10-28,9,320,163,0
2020-10-29,9,300,102,0
2020-10-30,9,380,205,0
2020-10-31,9,270,139,0
2020-11-01,9,260,157,0
2020-11-02,9,200,163,0
2020-11-03,9,260,127,0
2020-11-04,9,350,139,0
2020-11-05,9,280,139,0
2020-11-06,9,340,223,0
2020-11-07,9,210,96,0
2020-11-08,9,330,163,0
2020-11-09,9,260,127,0
2020-11-10,9,400,211,0
2020-11-11,9,290,127,0
2020-11-12,9,300,102,0
2020-11-13,9,420,102,0
2020-11-14,9,400,126,0
2020-11-15,9,350,114,0
2020-11-16,9,280,84,0
2020-11-17,9,380,102,0
2020-11-18,9,290,181,0
2020-11-19,9,300,96,0
2020-11-20,9,230,102,0
2020-11-21,9,310,84,0
2020-11-22,9,290,120,0
2020-11-23,9,310,132,0
2020-11-24,9,240,151,0
2020-11-25,9,300,139,0
2020-11-26,9,330,139,0
2020-11-27,9,250,120,0
2020-11-28,9,290,145,0
2020-11-29,9,220,126,0
2020-11-30,9,220,145,0
2020-12-01,9,400,138,0
2020-12-02,9,260,157,0
2020-12-03,9,270,151,0
2020-12-04,9,280,126,0
2020-12-05,9,210,114,0
2020-12-06,9,320,108,0
2020-12-07,9,330,126,0
2020-12-08,9,280,217,0
2020-12-09,9,220,138,0
2020-12-10,9,260,102,0
2020-12-11,9,310,120,0
2020-12-12,9,170,90,0
2020-12-13,9,310,144,0
2020-12-14,9,280,126,0
2020-12-15,9,300,102,0
2020-12-16,9,210,138,0
2020-12-17,9,300,120,0
2020-12-18,9,230,150,0
2020-12-19,9,210,163,0
2020-12-20,9,230,181,0
2020-12-21,9,280,138,0
2020-12-22,9,230,126,0
2020-12-23,9,270,138,0
2020-12-24,9,290,114,0
2020-12-25,9,430,138,0
2020-12-26,9,310,120,0
2020-12-27,9,310,138,0
2020-12-28,9,350,144,0
2020-12-29,9,360,144,0
2020-12-30,9,290,108,0
2020-12-31,9,260,102,0
2021-01-01,9,220,126,0
2021-01-02,9,290,96,0
2021-01-03,9,340,72,0
2021-01-04,9,300,144,0
2021-01-05,9,280,114,0
2021-01-06,9,360,144,0
2021-01-07,9,290,102,0
2021-01-08,9,210,126,0
2021-01-09,9,240,120,0
2021-01-10,9,220,162,0
2021-01-11,9,260,102,0
2021-01-12,9,330,84,0
2021-01-13,9,280,223,0
2021-01-14,9,300,78,0
2021-01-15,9,240,96,0
2021-01-16,9,210,132,0
2021-01-17,9,190,90,0
2021-01-18,9,220,102,0
2021-01-19,9,190,120,0
2021-01-20,9,200,150,0
2021-01-21,9,340,138,0
2021-01-22,9,260,96,0
2021-01-23,9,180,108,0
2021-01-24,9,240,174,0
2021-01-25,9,230,108,0
2021-01-26,9,270,138,0
2021-01-27,9,170,102,0
2021-01-28,9,340,132,0
2021-01-29,9,230,132,0
2021-01-30,9,260,84,0
2021-01-31,9,270,108,0
2021-02-01,9,210,108,0
2021-02-02,9,230,90,0
2021-02-03,9,230,162,0
2021-02-04,9,370,78,0
2021-02-05,9,160,132,0
2021-02-06,9,270,150,0
2021-02-07,9,210,72,0
2021-02-08,9,350,108,0
2021-02-09,9,210,78,0
2021-02-10,9,170,84,0
2021-02-11,9,170,150,0
2021-02-12,9,210,108,0
2021-02-13,9,190,120,0
2021-02-14,9,140,96,0
2021-02-15,9,170,132,0
2021-02-16,9,300,114,0
2021-02-17,9,160,72,0
2021-02-18,9,170,108,0
2021-02-19,9,140,108,0
2021-02-20,9,200,132,0
2021-02-21,9,220,120,0
2021-02-22,9,250,90,0
2021-02-23,9,230,114,0
2021-02-24,9,230,84,0
2021-02-25,9,200,138,0
2021-02-26,9,240,102,0
2021-02-27,9,210,102,0
2021-02-28,9,240,96,0
2021-03-01,9,230,120,0
2021-03-02,9,260,72,0
2021-03-03,9,250,78,0
2021-03-04,9,210,54,0
2021-03-05,9,190,66,0
2021-03-06,9,180,102,0
2021-03-07,9,210,96,0
2021-03-08,9,360,78,0
2021-03-09,9,230,84,0
2021-03-10,9,170,102,0
2021-03-11,9,200,126,0
2021-03-12,9,150,138,0
2021-03-13,9,240,108,0
2021-03-14,9,210,162,0
2021-03-15,9,170,114,0
2021-03-16,9,230,78,0
2021-03-17,9,200,102,0
2021-03-18,9,250,60,0
2021-03-19,9,270,84,0
2021-03-20,9,300,132,0
2021-03-21,9,230,96,0
2021-03-22,9,210,132,0
2021-03-23,9,230,126,0
2021-03-24,9,190,96,0
2021-03-25,9,230,114,0
2021-03-26,9,200,108,0
2021-03-27,9,230,108,0
2021-03-28,9,240,102,0
2021-03-29,9,240,102,0
2021-03-30,9,180,90,0
2021-03-31,9,170,78,0
2021-04-01,9,210,90,0
2021-04-02,9,160,72,0
2021-04-03,9,120,96,0
2021-04-04,9,240,114,0
2021-04-05,9,190,90,0
2021-04-06,9,240,90,0
2021-04-07,9,170,108,0
2021-04-08,9,210,114,0
2021-04-09,9,200,138,0
2021-04-10,9,270,132,0
2021-04-11,9,170,90,0
2021-04-12,9,140,108,0
2021-04-13,9,370,90,0
2021-04-14,9,130,72,0
2021-04-15,9,160,96,0
2021-04-16,9,220,108,0
2021-04-17,9,150,72,0
2021-04-18,9,170,84,0
2021-04-19,9,200,84,0
2021-04-20,9,250,66,0
2021-04-21,9,230,66,0
2021-04-22,9,160,72,0
2021-04-23,9,180,150,0
2021-04-24,9,290,108,0
2021-04-25,9,180,114,0
2021-04-26,9,230,144,0
2021-04-27,9,170,126,0
2021-04-28,9,220,84,0
2021-04-29,9,220,108,0
2021-04-30,9,140,78,0
2021-05-01,9,180,54,0
2021-05-02,9,180,78,0
2021-05-03,9,150,66,0
2021-05-04,9,270,102,0
2021-05-05,9,130,84,0
2021-05-06,9,220,90,0
2021-05-07,9,250,102,0
2021-05-08,9,120,126,0
2021-05-09,9,180,72,0
2021-05-10,9,130,132,0
2021-05-11,9,140,84,0
2021-05-12,9,250,72,0
2021-05-13,9,180,120,0
2021-05-14,9,200,60,0
2021-05-15,9,160,72,0
2021-05-16,9,220,78,0
2021-05-17,9,190,60,0
2021-05-18,9,120,72,0
2021-05-19,9,180,48,0
2021-05-20,9,180,90,0
2021-05-21,9,220,96,0
2021-05-22,9,200,60,0
2021-05-23,9,150,96,0
2021-05-24,9,190,84,0
2021-05-25,9,140,54,0
2021-05-26,9,230,102,0
2021-05-27,9,170,48,0
2021-05-28,9,170,78,0
2021-05-29,9,160,120,0
2021-05-30,9,200,72,0
2021-05-31,9,120,24,0
2021-06-01,9,130,36,0
2021-06-02,9,90,54,0
2021-06-03,9,110,41,0
2021-06-04,9,170,65,0
2021-06-05,9,160,71,0
2021-06-06,9,130,65,0
2021-06-07,9,140,77,0
2021-06-08,9,170,53,0
2021-06-09,9,210,65,0
2021-06-10,9,230,47,0
2021-06-11,9,180,35,0
2021-06-12,9,270,71,0
2021-06-13,9,190,77,0
2021-06-14,9,130,89,0
2021-06-15,9,170,119,0
2021-06-16,9,100,77,0
2021-06-17,9,140,89,0
2021-06-18,9,220,71,0
2021-06-19,9,160,41,0
2021-06-20,9,220,101,0
2021-06-21,9,210,71,0
2021-06-22,9,160,83,0
2021-06-23,9,190,47,0
2021-06-24,9,180,83,0
2021-06-25,9,180,65,0
2021-06-26,9,170,101,0
2021-06-27,9,170,65,0
2021-06-28,9,150,41,0
2021-06-29,9,130,89,0
2021-06-30,9,150,119,0
2021-07-01,9,120,59,0
2021-07-02,9,160,71,0
2021-07-03,9,190,65,0
2021-07-04,9,150,77,0
2021-07-05,9,150,77,0
2021-07-06,9,180,47,0
2021-07-07,9,190,59,0
2021-07-08,9,230,77,0
2021-07-09,9,220,47,0
2021-07-10,9,150,47,0
2021-07-11,9,180,59,0
2021-07-12,9,150,65,0
2021-07-13,9,120,47,0
2021-07-14,9,160,35,0
2021-07-15,9,180,83,0
2021-07-16,9,120,71,0
2021-07-17,9,140,53,0
2021-07-18,9,140,71,0
2021-07-19,9,110,47,0
2021-07-20,9,110,101,0
2021-07-21,9,120,65,0
2021-07-22,9,250,35,0
2021-07-23,9,180,71,0
2021-07-24,9,190,65,0
2021-07-25,9,240,47,0
2021-07-26,9,210,65,0
2021-07-27,9,140,65,0
2021-07-28,9,180,41,0
2021-07-29,9,130,71,0
2021-07-30,9,90,53,0
2021-07-31,9,130,47,0
2021-08-01,9,110,59,0
2021-08-02,9,170,41,0
2021-08-03,9,140,35,0
2021-08-04,9,150,71,0
2021-08-05,9,170,95,0
2021-08-06,9,210,35,0
2021-08-07,9,120,53,0
2021-08-08,9,220,65,0
2021-08-09,9,140,35,0
2021-08-10,9,120,47,0
2021-08-11,9,200,35,0
2021-08-12,9,100,59,0
2021-08-13,9,120,59,0
2021-08-14,9,130,59,0
2021-08-15,9,100,53,0
2021-08-16,9,120,59,0
2021-08-17,9,80,59,0
2021-08-18,9,150,65,0
2021-08-19,9,160,41,0
2021-08-20,9,100,47,0
2021-08-21,9,160,35,0
2021-08-22,9,140,71,0
2021-08-23,9,90,53,0
2021-08-24,9,170,41,0
2021-08-25,9,80,71,0
2021-08-26,9,130,65,0
2021-08-27,9,200,35,0
2021-08-28,9,120,47,0
2021-08-29,9,40,59,0
2021-08-30,9,60,41,0
2021-08-31,9,90,71,0
2015-04-30,10,10,97,0
2015-05-05,10,10,97,0
2015-05-07,10,10,117,0
2015-05-14,10,10,110,0
2015-05-19,10,10,104,0
2015-05-20,10,10,130,0
2015-05-22,10,10,195,0
2015-05-24,10,20,202,0
2015-05-28,10,10,130,0
2015-05-31,10,10,247,0
2015-06-02,10,10,228,0
2015-06-03,10,20,234,0
2015-06-05,10,40,267,0
2015-06-06,10,10,312,0
2015-06-07,10,10,273,0
2015-06-08,10,10,280,0
2015-06-09,10,30,280,0
2015-06-10,10,30,253,0
2015-06-12,10,10,358,0
2015-06-13,10,30,286,0
2015-06-15,10,10,423,0
2015-06-16,10,10,429,0
2015-06-17,10,20,423,0
2015-06-18,10,10,358,0
2015-06-19,10,10,410,0
2015-06-20,10,40,305,0
2015-06-21,10,10,436,0
2015-06-22,10,10,351,0
2015-06-23,10,20,358,0
2015-06-24,10,30,481,0
2015-06-25,10,30,436,0
2015-06-26,10,30,527,0
2015-06-27,10,20,449,0
2015-06-28,10,20,423,0
2015-06-29,10,10,429,0
2015-06-30,10,50,494,0
2015-07-01,10,70,455,0
2015-07-02,10,30,605,0
2015-07-03,10,60,553,0
2015-07-04,10,30,572,0
2015-07-05,10,20,611,0
2015-07-06,10,40,572,0
2015-07-07,10,30,637,0
2015-07-08,10,50,637,0
2015-07-09,10,60,592,0
2015-07-10,10,60,683,0
2015-07-11,10,80,696,0
2015-07-12,10,60,676,0
2015-07-13,10,70,598,0
2015-07-14,10,80,650,0
2015-07-15,10,90,728,0
2015-07-16,10,100,715,0
2015-07-17,10,70,663,0
2015-07-18,10,100,754,0
2015-07-19,10,160,721,0
2015-07-20,10,60,747,0
2015-07-21,10,80,793,0
2015-07-22,10,100,760,0
2015-07-23,10,120,754,0
2015-07-24,10,90,832,0
2015-07-25,10,100,871,0
2015-07-26,10,70,741,0
2015-07-27,10,60,825,0
2015-07-28,10,60,871,0
2015-07-29,10,150,955,0
2015-07-30,10,110,975,0
2015-07-31,10,120,819,0
2015-08-01,10,190,936,0
2015-08-02,10,140,975,0
2015-08-03,10,150,1072,0
2015-08-04,10,250,981,0
2015-08-05,10,180,1059,0
2015-08-06,10,150,994,0
2015-08-07,10,220,1169,0
2015-08-08,10,140,883,0
2015-08-09,10,210,1130,0
2015-08-10,10,190,1111,0
2015-08-11,10,310,1039,0
2015-08-12,10,170,1195,0
2015-08-13,10,240,1046,0
2015-08-14,10,140,1013,0
2015-08-15,10,270,1253,0
2015-08-16,10,240,1292,0
2015-08-17,10,160,1286,0
2015-08-18,10,200,1331,0
2015-08-19,10,250,1312,0
2015-08-20,10,300,1565,0
2015-08-21,10,210,1409,0
2015-08-22,10,310,1253,0
2015-08-23,10,270,1331,0
2015-08-24,10,340,1182,0
2015-08-25,10,260,1578,0
2015-08-26,10,200,1409,0
2015-08-27,10,350,1701,0
2015-08-28,10,320,1448,0
2015-08-29,10,380,1506,0
2015-08-30,10,360,1500,0
2015-08-31,10,350,1636,0
2015-09-01,10,360,1701,0
2015-09-02,10,300,1655,0
2015-09-03,10,410,1597,0
2015-09-04,10,480,1811,0
2015-09-05,10,420,1649,0
2015-09-06,10,430,1707,0
2015-09-07,10,430,1713,0
2015-09-08,10,390,1921,0
2015-09-09,10,520,1856,0
2015-09-10,10,550,1908,0
2015-09-11,10,440,1836,0
2015-09-12,10,530,1914,0
2015-09-13,10,650,2057,0
2015-09-14,10,660,2063,0
2015-09-15,10,650,2057,0
2015-09-16,10,550,1726,0
2015-09-17,10,630,1959,0
2015-09-18,10,470,2284,0
2015-09-19,10,670,1979,0
2015-09-20,10,540,1933,0
2015-09-21,10,550,2225,0
2015-09-22,10,740,2335,0
2015-09-23,10,670,2394,0
2015-09-24,10,810,2296,0
2015-09-25,10,690,2231,0
2015-09-26,10,650,2231,0
2015-09-27,10,660,2374,0
2015-09-28,10,760,2529,0
2015-09-29,10,700,2620,0
2015-09-30,10,930,2562,0
2015-10-01,10,850,2497,0
2015-10-02,10,880,2490,0
2015-10-03,10,940,2328,0
2015-10-04,10,880,2438,0
2015-10-05,10,980,2438,0
2015-10-06,10,980,2756,0
2015-10-07,10,910,2451,0
2015-10-08,10,1050,2444,0
2015-10-09,10,1070,2477,0
2015-10-10,10,1040,2677,0
2015-10-11,10,920,2723,0
2015-10-12,10,1000,2956,0
2015-10-13,10,1120,2813,0
2015-10-14,10,1100,2820,0
2015-10-15,10,1020,2807,0
2015-10-16,10,1160,2865,0
2015-10-17,10,1110,3234,0
2015-10-18,10,1150,3066,0
